date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:22:42	752/752	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Feb%202025%2010:52:41%20GMT	https://overiq.com/detroitchicago/birmingham.js?gcb=195-3&cb=539c47377c	/home/x/websites/overiq.com/overiq.com/detroitchicago/birminghame7ec.js	(from https://overiq.com/)
16:23:06	743779/743779	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2029%20Jan%202025%2012:02:33%20GMT	http://go.ezodn.com/hb/dall.js?cb=195-3-113	/home/x/websites/overiq.com/go.ezodn.com/hb/dall8750.js	(from https://overiq.com/)
16:23:06	109586/109586	---M--	200	added ('OK')	text/javascript	etag:827%20/%2020120%20/%20m202501280101%20/%20config-hash:%207204959852980571349	https://securepubads.g.doubleclick.net/tag/js/gpt.js	/home/x/websites/overiq.com/securepubads.g.doubleclick.net/tag/js/f.txt	(from https://overiq.com/)
16:23:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:52:45%20UTC	https://overiq.com/POST	/home/x/websites/overiq.com/overiq.com/POST.c.delayed	(from https://overiq.com/)
16:23:06	246/246	---MC-	200	added ('OK')	text/css	date:Sat,%2001%20Feb%202025%2010:53:06%20GMT	https://fonts.googleapis.com/css?family=Open+Sans	/home/x/websites/overiq.com/fonts.googleapis.com/cssd2d5.css	(from https://overiq.com/)
16:23:06	199379/199379	---MCZ	200	added ('OK')	application/rss+xml	date:Sat,%2001%20Feb%202025%2010:53:06%20UTC	https://overiq.com/feed.xml/	/home/x/websites/overiq.com/overiq.com/feed.xml/index.html	(from https://overiq.com/)
16:23:06	4003/4003	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2010:53:06%20UTC	https://overiq.com/POST/	/home/x/websites/overiq.com/overiq.com/POST/index.html	(from https://overiq.com/)
16:23:08	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	/home/x/websites/overiq.com/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from https://overiq.com/)
16:23:09	880/880	---MC-	200	added ('OK')	image/png	etag:W/%225f156a0d-370-gzip%22	https://overiq.com/static/wiki/favicon.png	/home/x/websites/overiq.com/overiq.com/static/wiki/favicon.png	(from https://overiq.com/)
16:23:10	21821/21821	---MCZ	200	added ('OK')	application/javascript	etag:W/%22466721988ec202bff3ebb670b0ff6908%22	http://www.humix.com/video.js	/home/x/websites/overiq.com/www.humix.com/video.js	(from https://overiq.com/)
16:23:14	154500/154500	---MCZ	200	added ('OK')	text/css	etag:W/%225f4f2819-25b84-gzip%22	https://overiq.com/static/CACHE/css/output.db46da465a8b.css	/home/x/websites/overiq.com/overiq.com/static/CACHE/css/output.db46da465a8b.css	(from https://overiq.com/)
16:23:14	27719/27719	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:11%20UTC	https://overiq.com/contact/	/home/x/websites/overiq.com/overiq.com/contact/index.html	(from https://overiq.com/)
16:23:14	34215/34215	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:11%20UTC	https://overiq.com/blog/	/home/x/websites/overiq.com/overiq.com/blog/index.html	(from https://overiq.com/)
16:23:16	20693/20693	---MCZ	200	added ('OK')	application/javascript	etag:W/%2250d5-nLraS9YXyGxjjPLr3exyStWWkHs%22	https://cdn.jsdelivr.net/npm/cookieconsent@3/build/cookieconsent.min.js	/home/x/websites/overiq.com/cdn.jsdelivr.net/npm/cookieconsent@3/build/cookieconsent.min.js	(from https://overiq.com/)
16:23:19	28054/28054	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:15%20UTC	https://overiq.com/about/	/home/x/websites/overiq.com/overiq.com/about/index.html	(from https://overiq.com/)
16:23:19	132827/132827	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f4f2819-206db-gzip%22	https://overiq.com/static/CACHE/js/output.2e0ff002c1a4.js	/home/x/websites/overiq.com/overiq.com/static/CACHE/js/output.2e0ff002c1a4.js	(from https://overiq.com/)
16:23:19	36277/36277	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:15%20UTC	https://overiq.com/c-programming-101/	/home/x/websites/overiq.com/overiq.com/c-programming-101/index.html	(from https://overiq.com/)
16:23:19	29787/29787	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:17%20UTC	https://overiq.com/django-1-10/	/home/x/websites/overiq.com/overiq.com/django-1-10/index.html	(from https://overiq.com/)
16:23:20	28500/28500	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:19%20UTC	https://overiq.com/python-101/	/home/x/websites/overiq.com/overiq.com/python-101/index.html	(from https://overiq.com/)
16:23:20	1160989/1160989	---MCZ	200	added ('OK')	application/javascript	etag:W/%2211b71d-5rrUYYZf7iU87WaawfBgSS+mhY8%22	https://cdn.jsdelivr.net/npm/mathjax@3/es5/tex-chtml.js	/home/x/websites/overiq.com/cdn.jsdelivr.net/npm/mathjax@3/es5/tex-chtml.js	(from https://overiq.com/)
16:23:20	28034/28034	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:20%20UTC	https://overiq.com/flask-101/	/home/x/websites/overiq.com/overiq.com/flask-101/index.html	(from https://overiq.com/)
16:23:20	29740/29740	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:20%20UTC	https://overiq.com/django-1-11/	/home/x/websites/overiq.com/overiq.com/django-1-11/index.html	(from https://overiq.com/)
16:23:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:53:21%20GMT	http://cdn.carbonads.com/carbon.js?serve=CE7DC53E&placement=overiqcom	/home/x/websites/overiq.com/cdn.carbonads.com/carbon.16fbdb.delayed	(from https://overiq.com/)
16:23:22	33041/33041	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:22%20UTC	https://overiq.com/terms-of-use/	/home/x/websites/overiq.com/overiq.com/terms-of-use/index.html	(from https://overiq.com/)
16:23:22	33772/33772	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:22%20UTC	https://overiq.com/privacy-policy/	/home/x/websites/overiq.com/overiq.com/privacy-policy/index.html	(from https://overiq.com/)
16:23:22	27091/27091	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:22%20UTC	https://overiq.com/sqlalchemy-101/	/home/x/websites/overiq.com/overiq.com/sqlalchemy-101/index.html	(from https://overiq.com/)
16:23:22	28288/28288	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:22%20UTC	https://overiq.com/mysql-connector-python-101/	/home/x/websites/overiq.com/overiq.com/mysql-connector-python-101/index.html	(from https://overiq.com/)
16:23:24	38006/38006	---MCZ	200	added ('OK')	application/javascript	etag:W/%222c3859cb7ecbeacca43f6b78e29083e6%22	https://cdn.carbonads.com/carbon.js?serve=CE7DC53E&placement=overiqcom	/home/x/websites/overiq.com/cdn.carbonads.com/carbonfbdb.js	(from https://overiq.com/)
16:23:24	35779/35779	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:23%20UTC	https://overiq.com/c-examples/	/home/x/websites/overiq.com/overiq.com/c-examples/index.html	(from https://overiq.com/)
16:23:25	155301/155301	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202025%2012:41:14%20GMT	https://go.ezodn.com/detroitchicago/indy.js?cb=24&gcb=0	/home/x/websites/overiq.com/go.ezodn.com/detroitchicago/indy8c39.js	(from https://overiq.com/)
16:23:26	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2001%20Feb%202025%2010:53:25%20GMT	https://fonts.googleapis.com/robots.txt		(from https://overiq.com/)
16:23:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:53:26%20UTC	https://overiq.com/blog/GET	/home/x/websites/overiq.com/overiq.com/blog/GET.19.delayed	(from https://overiq.com/blog/)
16:23:27	41646/41646	---MCZ	200	added ('OK')	application/xml	date:Sat,%2001%20Feb%202025%2010:53:27%20GMT	https://overiq.com/sitemap.xml/	/home/x/websites/overiq.com/overiq.com/sitemap.xml/index.html	(from https://overiq.com/)
16:23:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:53:27%20UTC	https://overiq.com/blog/POST	/home/x/websites/overiq.com/overiq.com/blog/POST.1a.delayed	(from https://overiq.com/blog/)
16:23:29	4003/4003	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2010:53:27%20UTC	https://overiq.com/blog/GET/	/home/x/websites/overiq.com/overiq.com/blog/GET/index.html	(from https://overiq.com/blog/)
16:23:29	4003/4003	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2010:53:28%20UTC	https://overiq.com/blog/POST/	/home/x/websites/overiq.com/overiq.com/blog/POST/index.html	(from https://overiq.com/blog/)
16:23:29	36378/36378	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:28%20UTC	https://overiq.com/4-ways-to-prepare-for-the-ap-computer-science-a-exam/	/home/x/websites/overiq.com/overiq.com/4-ways-to-prepare-for-the-ap-computer-science-a-exam/index.html	(from https://overiq.com/blog/)
16:23:29	47721/47721	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:28%20UTC	https://overiq.com/machine-learning-experts-you-should-be-following-online/	/home/x/websites/overiq.com/overiq.com/machine-learning-experts-you-should-be-following-online/index.html	(from https://overiq.com/blog/)
16:23:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:53:30%20UTC	https://overiq.com/contact/GET	/home/x/websites/overiq.com/overiq.com/contact/GET.1b.delayed	(from https://overiq.com/contact/)
16:23:31	36499/36499	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:30%20UTC	https://overiq.com/finance-assignment-online-help-for-the-busy-and-tired-students-get-help-from-experts/	/home/x/websites/overiq.com/overiq.com/finance-assignment-online-help-for-the-busy-and-tired-students-get-help-from-experts/index.html	(from https://overiq.com/blog/)
16:23:31	38854/38854	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:30%20UTC	https://overiq.com/data-science-learning-path-or-steps-to-become-a-data-scientist-final/	/home/x/websites/overiq.com/overiq.com/data-science-learning-path-or-steps-to-become-a-data-scientist-final/index.html	(from https://overiq.com/blog/)
16:23:31	40849/40849	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:30%20UTC	https://overiq.com/top-9-machine-learning-algorithms-for-data-scientists/	/home/x/websites/overiq.com/overiq.com/top-9-machine-learning-algorithms-for-data-scientists/index.html	(from https://overiq.com/blog/)
16:23:31	35186/35186	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:31%20UTC	https://overiq.com/enable-edit-button-in-shutter-in-linux-mint-19-and-ubuntu-18-04/	/home/x/websites/overiq.com/overiq.com/enable-edit-button-in-shutter-in-linux-mint-19-and-ubuntu-18-04/index.html	(from https://overiq.com/blog/)
16:23:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:53:31%20UTC	https://overiq.com/contact/POST	/home/x/websites/overiq.com/overiq.com/contact/POST.1c.delayed	(from https://overiq.com/contact/)
16:23:33	44014/44014	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:33%20UTC	https://overiq.com/installing-mysql-windows-linux-and-mac/	/home/x/websites/overiq.com/overiq.com/installing-mysql-windows-linux-and-mac/index.html	(from https://overiq.com/blog/)
16:23:33	66461/66461	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:33%20UTC	https://overiq.com/pygments-tutorial/	/home/x/websites/overiq.com/overiq.com/pygments-tutorial/index.html	(from https://overiq.com/blog/)
16:23:34	911/911	---MC-	200	added ('OK')	text/javascript	date:Sat,%2001%20Feb%202025%2010:53:33%20GMT	https://www.google.com/recaptcha/api.js	/home/x/websites/overiq.com/www.google.com/recaptcha/api.js	(from https://overiq.com/contact/)
16:23:34	61887/61887	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:33%20UTC	https://overiq.com/python-3-time-module/	/home/x/websites/overiq.com/overiq.com/python-3-time-module/index.html	(from https://overiq.com/blog/)
16:23:35	28750/28750	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:34%20UTC	https://overiq.com/blog/?page=2	/home/x/websites/overiq.com/overiq.com/blog/index4658.html	(from https://overiq.com/blog/)
16:23:35	36063/36063	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:34%20UTC	https://overiq.com/how-to-use-virtualenv/	/home/x/websites/overiq.com/overiq.com/how-to-use-virtualenv/index.html	(from https://overiq.com/blog/)
16:23:35	32449/32449	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:35%20UTC	https://overiq.com/what-is-if-__name__-__main__-in-python/	/home/x/websites/overiq.com/overiq.com/what-is-if-__name__-__main__-in-python/index.html	(from https://overiq.com/blog/)
16:23:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:53:35%20UTC	https://overiq.com/about/GET	/home/x/websites/overiq.com/overiq.com/about/GET.1e.delayed	(from https://overiq.com/about/)
16:23:36	39877/39877	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:35%20UTC	https://overiq.com/installing-goaccess-a-real-time-web-log-analyzer/	/home/x/websites/overiq.com/overiq.com/installing-goaccess-a-real-time-web-log-analyzer/index.html	(from https://overiq.com/blog/)
16:23:36	4003/4003	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2010:53:36%20UTC	https://overiq.com/contact/GET/	/home/x/websites/overiq.com/overiq.com/contact/GET/index.html	(from https://overiq.com/contact/)
16:23:36	54931/54931	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:36%20UTC	https://overiq.com/installing-isso/	/home/x/websites/overiq.com/overiq.com/installing-isso/index.html	(from https://overiq.com/blog/)
16:23:36	4003/4003	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2010:53:36%20UTC	https://overiq.com/contact/POST/	/home/x/websites/overiq.com/overiq.com/contact/POST/index.html	(from https://overiq.com/contact/)
16:23:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:53:37%20UTC	https://overiq.com/about/POST	/home/x/websites/overiq.com/overiq.com/about/POST.1f.delayed	(from https://overiq.com/about/)
16:23:38	4003/4003	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2010:53:37%20UTC	https://overiq.com/about/GET/	/home/x/websites/overiq.com/overiq.com/about/GET/index.html	(from https://overiq.com/about/)
16:23:38	4003/4003	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2010:53:38%20UTC	https://overiq.com/about/POST/	/home/x/websites/overiq.com/overiq.com/about/POST/index.html	(from https://overiq.com/about/)
16:23:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:53:38%20UTC	https://overiq.com/c-programming-101/GET	/home/x/websites/overiq.com/overiq.com/c-programming-101/GET.20.delayed	(from https://overiq.com/c-programming-101/)
16:23:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:53:39%20UTC	https://overiq.com/c-programming-101/POST	/home/x/websites/overiq.com/overiq.com/c-programming-101/POST.21.delayed	(from https://overiq.com/c-programming-101/)
16:23:41	4003/4003	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2010:53:39%20UTC	https://overiq.com/c-programming-101/GET/	/home/x/websites/overiq.com/overiq.com/c-programming-101/GET/index.html	(from https://overiq.com/c-programming-101/)
16:23:41	4003/4003	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2010:53:40%20UTC	https://overiq.com/c-programming-101/POST/	/home/x/websites/overiq.com/overiq.com/c-programming-101/POST/index.html	(from https://overiq.com/c-programming-101/)
16:23:41	46260/46260	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:40%20UTC	https://overiq.com/c-programming-101/installing-code-blocks/	/home/x/websites/overiq.com/overiq.com/c-programming-101/installing-code-blocks/index.html	(from https://overiq.com/c-programming-101/)
16:23:41	41482/41482	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:40%20UTC	https://overiq.com/c-programming-101/intro-to-c-programming/	/home/x/websites/overiq.com/overiq.com/c-programming-101/intro-to-c-programming/index.html	(from https://overiq.com/c-programming-101/)
16:23:42	47123/47123	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:42%20UTC	https://overiq.com/c-programming-101/creating-and-running-the-first-c-program/	/home/x/websites/overiq.com/overiq.com/c-programming-101/creating-and-running-the-first-c-program/index.html	(from https://overiq.com/c-programming-101/)
16:23:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:53:41%20UTC	https://overiq.com/django-1-10/GET	/home/x/websites/overiq.com/overiq.com/django-1-10/GET.22.delayed	(from https://overiq.com/django-1-10/)
16:23:43	44021/44021	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:42%20UTC	https://overiq.com/c-programming-101/keywords-and-identifiers/	/home/x/websites/overiq.com/overiq.com/c-programming-101/keywords-and-identifiers/index.html	(from https://overiq.com/c-programming-101/)
16:23:43	48968/48968	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:42%20UTC	https://overiq.com/c-programming-101/basic-elements-of-a-c-program/	/home/x/websites/overiq.com/overiq.com/c-programming-101/basic-elements-of-a-c-program/index.html	(from https://overiq.com/c-programming-101/)
16:23:43	95130/95130	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2004:25:20%20UTC	https://overiq.com/c-programming-101/constants-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/constants-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:43	53221/53221	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:43%20UTC	https://overiq.com/c-programming-101/data-types-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/data-types-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:53:44%20UTC	https://overiq.com/django-1-10/POST	/home/x/websites/overiq.com/overiq.com/django-1-10/POST.23.delayed	(from https://overiq.com/django-1-10/)
16:23:48	42164/42164	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:44%20UTC	https://overiq.com/c-programming-101/variables-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/variables-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:48	54448/54448	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:44%20UTC	https://overiq.com/c-programming-101/formatted-input-and-output-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/formatted-input-and-output-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:49	91842/91842	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:44%20UTC	https://overiq.com/c-programming-101/input-and-output-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/input-and-output-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:49	52099/52099	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:45%20UTC	https://overiq.com/c-programming-101/arithmetic-operators-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/arithmetic-operators-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:50	50755/50755	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:49%20UTC	https://overiq.com/c-programming-101/assignment-operator-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/assignment-operator-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:50	78502/78502	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2008:02:11%20UTC	https://overiq.com/c-programming-101/operator-precedence-and-associativity-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/operator-precedence-and-associativity-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:53:50%20UTC	https://overiq.com/python-101/GET	/home/x/websites/overiq.com/overiq.com/python-101/GET.24.delayed	(from https://overiq.com/python-101/)
16:23:51	55724/55724	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:51%20UTC	https://overiq.com/c-programming-101/increment-and-decrement-operators-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/increment-and-decrement-operators-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:51	62816/62816	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:51%20UTC	https://overiq.com/c-programming-101/logical-operators-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/logical-operators-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:51	54501/54501	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:51%20UTC	https://overiq.com/c-programming-101/conditional-operator-comma-operator-and-sizeof-operator-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/conditional-operator-comma-operator-and-sizeof-operator-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:51	48378/48378	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:51%20UTC	https://overiq.com/c-programming-101/relational-operators-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/relational-operators-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Feb%202025%2010:53:52%20UTC	https://overiq.com/python-101/POST	/home/x/websites/overiq.com/overiq.com/python-101/POST.25.delayed	(from https://overiq.com/python-101/)
16:23:56	44845/44845	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:52%20UTC	https://overiq.com/c-programming-101/explicit-type-conversion-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/explicit-type-conversion-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:57	55116/55116	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:52%20UTC	https://overiq.com/c-programming-101/implicit-type-conversion-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/implicit-type-conversion-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:57	75517/75517	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:52%20UTC	https://overiq.com/c-programming-101/if-else-statements-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/if-else-statements-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:57	55236/55236	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:53%20UTC	https://overiq.com/c-programming-101/the-while-loop-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/the-while-loop-in-c/index.html	(from https://overiq.com/c-programming-101/)
16:23:58	52454/52454	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2010:53:57%20UTC	https://overiq.com/c-programming-101/the-do-while-loop-in-c/	/home/x/websites/overiq.com/overiq.com/c-programming-101/the-do-while-loop-in-c/index.html	(from https://overiq.com/c-programming-101/)
